"congress","state","congressional_district","party","name","ideology_score"
102,"NEW JER",10,"Democrat","PAYNE  DONA",-0.569
102,"NEW JER",11,"Republican","GALLO",0.178
102,"NEW JER",12,"Republican","ZIMMER",0.376
102,"NEW JER",13,"Republican","SAXTON",0.243
102,"NEW JER",14,"Democrat","GUARINI",-0.253
102,"NEW MEX",1,"Republican","SCHIFF",0.183
102,"NEW MEX",2,"Republican","SKEEN",0.309
102,"NEW MEX",3,"Democrat","RICHARDSON",-0.308
102,"NEW YOR",1,"Democrat","HOCHBRUECKN",-0.334
102,"NEW YOR",2,"Democrat","DOWNEY  THO",-0.407
102,"NEW YOR",3,"Democrat","MRAZEK",-0.394
102,"NEW YOR",4,"Republican","LENT",0.187
102,"NEW YOR",5,"Republican","MCGRATH",0.118
102,"NEW YOR",6,"Democrat","FLAKE",-0.447
102,"NEW YOR",7,"Democrat","ACKERMAN",-0.416
102,"NEW YOR",8,"Democrat","SCHEUER",-0.417
102,"NEW YOR",9,"Democrat","MANTON",-0.343
102,"NEW YOR",10,"Democrat","SCHUMER",-0.321
102,"NEW YOR",11,"Democrat","TOWNS",-0.506
102,"NEW YOR",12,"Democrat","OWENS  MAJO",-0.547
102,"NEW YOR",13,"Democrat","SOLARZ",-0.354
102,"NEW YOR",14,"Republican","MOLINARI  S",0.228
102,"NEW YOR",15,"Republican","GREEN",-0.009
102,"NEW YOR",16,"Democrat","RANGEL  CHA",-0.498
102,"NEW YOR",17,"Democrat","WEISS",-0.591
102,"NEW YOR",18,"Democrat","SERRANO",-0.447
102,"NEW YOR",19,"Democrat","ENGEL",-0.414
102,"NEW YOR",20,"Democrat","LOWEY",-0.372
102,"NEW YOR",21,"Republican","FISH",0.058
102,"NEW YOR",22,"Republican","GILMAN",0.067
102,"NEW YOR",23,"Democrat","MCNULTY",-0.296
102,"NEW YOR",24,"Republican","SOLOMON",0.513
102,"NEW YOR",25,"Republican","BOEHLERT",0.091
102,"NEW YOR",26,"Republican","MARTIN  DAV",0.241
102,"NEW YOR",27,"Republican","WALSH",0.181
102,"NEW YOR",28,"Democrat","MCHUGH",-0.359
102,"NEW YOR",29,"Republican","HORTON",-0.017
102,"NEW YOR",30,"Democrat","SLAUGHTER",-0.367
102,"NEW YOR",31,"Republican","PAXON",0.439
102,"NEW YOR",32,"Democrat","LAFALCE",-0.354
102,"NEW YOR",33,"Democrat","NOWAK",-0.328
102,"NEW YOR",34,"Republican","HOUGHTON",0.154
102,"NORTH C",1,"Democrat","JONES  WALT",-0.484
102,"NORTH C",2,"Democrat","VALENTINE",-0.086
102,"NORTH C",3,"Democrat","LANCASTER",-0.133
102,"NORTH C",4,"Democrat","PRICE  DAVI",-0.23
102,"NORTH C",5,"Democrat","NEAL  STEPH",-0.159
102,"NORTH C",6,"Republican","COBLE",0.548
102,"NORTH C",7,"Democrat","ROSE",-0.308
102,"NORTH C",8,"Democrat","HEFNER",-0.285
102,"NORTH C",9,"Republican","MCMILLAN  A",0.293
102,"NORTH C",10,"Republican","BALLENGER",0.48
102,"NORTH C",11,"Republican","TAYLOR  CHA",0.551
102,"NORTH D",1,"Democrat","DORGAN  BYR",-0.163
102,"OHIO",1,"Democrat","LUKEN  CHAR",-0.092
102,"OHIO",2,"Republican","GRADISON",0.189
102,"OHIO",3,"Democrat","HALL  TONY",-0.259
102,"OHIO",4,"Republican","OXLEY",0.391
102,"OHIO",5,"Republican","GILLMOR",0.206
102,"OHIO",6,"Republican","MCEWEN",0.445
102,"OHIO",7,"Republican","HOBSON",0.32
102,"OHIO",8,"Republican","BOEHNER",0.53
102,"OHIO",9,"Democrat","KAPTUR",-0.313
102,"OHIO",10,"Republican","MILLER  CLA",0.368
102,"OHIO",11,"Democrat","ECKART",-0.237
102,"OHIO",12,"Republican","KASICH",0.308
102,"OHIO",13,"Democrat","PEASE",-0.284
102,"OHIO",14,"Democrat","SAWYER",-0.349
102,"OHIO",15,"Republican","WYLIE",0.181
102,"OHIO",16,"Republican","REGULA",0.249
102,"OHIO",17,"Democrat","TRAFICANT",-0.12
102,"OHIO",18,"Democrat","APPLEGATE",-0.119
102,"OHIO",19,"Democrat","FEIGHAN",-0.336
102,"OHIO",20,"Democrat","OAKAR",-0.437
102,"OHIO",21,"Democrat","STOKES",-0.513
102,"OKLAHOM",1,"Republican","INHOFE",0.486
102,"OKLAHOM",2,"Democrat","SYNAR",-0.349
102,"OKLAHOM",3,"Democrat","BREWSTER",-0.079
102,"OKLAHOM",4,"Democrat","MCCURDY",-0.117
102,"OKLAHOM",5,"Republican","EDWARDS  MI",0.351
102,"OKLAHOM",6,"Democrat","ENGLISH",-0.049
102,"OREGON",1,"Democrat","AUCOIN",-0.292
102,"OREGON",2,"Republican","SMITH  ROBE",0.415
102,"OREGON",3,"Democrat","WYDEN",-0.303
102,"OREGON",4,"Democrat","DEFAZIO",-0.434
102,"OREGON",5,"Democrat","KOPETSKI",-0.574
102,"PENNSYL",1,"Democrat","FOGLIETTA",-0.497
102,"PENNSYL",2,"Democrat","GRAY  WILLI",-0.44
102,"PENNSYL",2,"Democrat","BLACKWELL",-0.514
102,"PENNSYL",3,"Democrat","BORSKI",-0.398
102,"PENNSYL",4,"Democrat","KOLTER",-0.268
102,"PENNSYL",5,"Republican","SCHULZE",0.223
102,"PENNSYL",6,"Democrat","YATRON",-0.136
102,"PENNSYL",7,"Republican","WELDON",0.216
102,"PENNSYL",8,"Democrat","KOSTMAYER",-0.359
102,"PENNSYL",9,"Republican","SHUSTER",0.388
102,"PENNSYL",10,"Republican","MCDADE",0.167
102,"PENNSYL",11,"Democrat","KANJORSKI",-0.285
102,"PENNSYL",12,"Democrat","MURTHA",-0.243
102,"PENNSYL",13,"Republican","COUGHLIN",0.187
102,"PENNSYL",14,"Democrat","COYNE  WILL",-0.463
102,"PENNSYL",15,"Republican","RITTER",0.251
102,"PENNSYL",16,"Republican","WALKER",0.614
102,"PENNSYL",17,"Republican","GEKAS",0.427
102,"PENNSYL",18,"Republican","SANTORUM",0.311
102,"PENNSYL",19,"Republican","GOODLING",0.333
102,"PENNSYL",20,"Democrat","GAYDOS",-0.221
102,"PENNSYL",21,"Republican","RIDGE",0.211
102,"PENNSYL",22,"Democrat","MURPHY",-0.058
102,"PENNSYL",23,"Republican","CLINGER",0.198
102,"RHODE I",1,"Republican","MACHTLEY",0.128
102,"RHODE I",2,"Democrat","REED",-0.323
102,"SOUTH C",1,"Republican","RAVENEL",0.166
102,"SOUTH C",2,"Republican","SPENCE",0.337
102,"SOUTH C",3,"Democrat","DERRICK",-0.219
102,"SOUTH C",4,"Democrat","PATTERSON",-0.058
102,"SOUTH C",5,"Democrat","SPRATT",-0.212
102,"SOUTH C",6,"Democrat","TALLON",-0.087
102,"SOUTH D",1,"Democrat","JOHNSON  TI",-0.202
102,"TENNESS",1,"Republican","QUILLEN",0.236
102,"TENNESS",2,"Republican","DUNCAN  JR.",0.632
102,"TENNESS",3,"Democrat","LLOYD",-0.057
102,"TENNESS",4,"Democrat","COOPER",-0.194
102,"TENNESS",5,"Democrat","CLEMENT",-0.196
102,"TENNESS",6,"Democrat","GORDON",-0.198
102,"TENNESS",7,"Republican","SUNDQUIST",0.378
102,"TENNESS",8,"Democrat","TANNER",-0.127
102,"TENNESS",9,"Democrat","FORD  HAROL",-0.417
102,"TEXAS",1,"Democrat","CHAPMAN",-0.199
102,"TEXAS",2,"Democrat","WILSON  CHA",-0.166
102,"TEXAS",3,"Republican","JOHNSON  SA",0.633
102,"TEXAS",4,"Democrat","HALL  RALPH",0.086
102,"TEXAS",5,"Democrat","BRYANT  JOH",-0.355
102,"TEXAS",6,"Republican","BARTON",0.597
102,"TEXAS",7,"Republican","ARCHER",0.486
102,"TEXAS",8,"Republican","FIELDS  JAC",0.558
102,"TEXAS",9,"Democrat","BROOKS",-0.432
102,"TEXAS",10,"Democrat","PICKLE",-0.22
102,"TEXAS",11,"Democrat","EDWARDS  CH",-0.197
102,"TEXAS",12,"Democrat","GEREN",-0.037
102,"TEXAS",13,"Democrat","SARPALIUS",-0.072
102,"TEXAS",14,"Democrat","LAUGHLIN",-0.102
102,"TEXAS",15,"Democrat","DE LA GARZA",-0.268
102,"TEXAS",16,"Democrat","COLEMAN  RO",-0.407
102,"TEXAS",17,"Democrat","STENHOLM",0.021
102,"TEXAS",18,"Democrat","WASHINGTON",-0.732
102,"TEXAS",19,"Republican","COMBEST",0.459
102,"TEXAS",20,"Democrat","GONZALEZ",-0.455
102,"TEXAS",21,"Republican","SMITH  LAMA",0.447
102,"TEXAS",22,"Republican","DELAY",0.652
102,"TEXAS",23,"Democrat","BUSTAMANTE",-0.379
102,"TEXAS",24,"Democrat","FROST",-0.289
102,"TEXAS",25,"Democrat","ANDREWS  MI",-0.147
102,"TEXAS",26,"Republican","ARMEY",0.685
102,"TEXAS",27,"Democrat","ORTIZ",-0.248
102,"UTAH",1,"Republican","HANSEN",0.504
102,"UTAH",2,"Democrat","OWENS  WAYN",-0.246
102,"UTAH",3,"Democrat","ORTON",-0.084
102,"VIRGINI",1,"Republican","BATEMAN",0.238
102,"VIRGINI",2,"Democrat","PICKETT",-0.153
102,"VIRGINI",3,"Republican","BLILEY",0.396
102,"VIRGINI",4,"Democrat","SISISKY",-0.116
102,"VIRGINI",5,"Democrat","PAYNE  LEWI",-0.143
102,"VIRGINI",6,"Democrat","OLIN",-0.169
102,"VIRGINI",7,"Republican","SLAUGHTER",0.363
102,"VIRGINI",7,"Republican","ALLEN",0.482
102,"VIRGINI",8,"Democrat","MORAN",-0.204
102,"VIRGINI",9,"Democrat","BOUCHER",-0.267
102,"VIRGINI",10,"Republican","WOLF",0.31
102,"WASHING",1,"Republican","MILLER  JOH",0.154
102,"WASHING",2,"Democrat","SWIFT",-0.454
102,"WASHING",3,"Democrat","UNSOELD",-0.495
102,"WASHING",4,"Republican","MORRISON  S",0.094
102,"WASHING",5,"Democrat","FOLEY",-0.403
102,"WASHING",6,"Democrat","DICKS",-0.283
102,"WASHING",7,"Democrat","MCDERMOTT",-0.595
102,"WASHING",8,"Republican","CHANDLER",0.282
102,"WEST VI",1,"Democrat","MOLLOHAN",-0.277
102,"WEST VI",2,"Democrat","STAGGERS",-0.265
102,"WEST VI",3,"Democrat","WISE",-0.303
102,"WEST VI",4,"Democrat","RAHALL",-0.306
102,"WISCONS",1,"Democrat","ASPIN",-0.263
102,"WISCONS",2,"Republican","KLUG",0.295
102,"WISCONS",3,"Republican","GUNDERSON",0.2
102,"WISCONS",4,"Democrat","KLECZKA",-0.299
102,"WISCONS",5,"Democrat","MOODY",-0.281
102,"WISCONS",6,"Republican","PETRI",0.364
102,"WISCONS",7,"Democrat","OBEY",-0.435
102,"WISCONS",8,"Republican","ROTH  TOBY",0.367
102,"WISCONS",9,"Republican","SENSENBRENN",0.776
102,"WYOMING",1,"Republican","THOMAS  CRA",0.413
103,"USA",0,"Democrat","CLINTON",-0.468
103,"ALABAMA",1,"Republican","CALLAHAN",0.39
103,"ALABAMA",2,"Republican","EVERETT",0.449
103,"ALABAMA",3,"Democrat","BROWDER",-0.157
103,"ALABAMA",4,"Democrat","BEVILL",-0.233
103,"ALABAMA",5,"Democrat","CRAMER",-0.122
103,"ALABAMA",6,"Republican","BACHUS",0.489
103,"ALABAMA",7,"Democrat","HILLIARD",-0.562
103,"ALASKA",1,"Republican","YOUNG  DON",0.311
103,"ARIZONA",1,"Democrat","COPPERSMITH",-0.204
103,"ARIZONA",2,"Democrat","PASTOR",-0.374
103,"ARIZONA",3,"Republican","STUMP",0.733
103,"ARIZONA",4,"Republican","KYL",0.549
103,"ARIZONA",5,"Republican","KOLBE",0.377
103,"ARIZONA",6,"Democrat","ENGLISH  KA",-0.263
103,"ARKANSA",1,"Democrat","LINCOLN",-0.149
103,"ARKANSA",2,"Democrat","THORNTON",-0.302
103,"ARKANSA",3,"Republican","HUTCHINSON",0.432
103,"ARKANSA",4,"Republican","DICKEY",0.444
103,"CALIFOR",1,"Democrat","HAMBURG",-0.514
103,"CALIFOR",2,"Republican","HERGER",0.616
103,"CALIFOR",3,"Democrat","FAZIO",-0.431
103,"CALIFOR",4,"Republican","DOOLITTLE",0.65
103,"CALIFOR",5,"Democrat","MATSUI",-0.368
103,"CALIFOR",6,"Democrat","WOOLSEY",-0.44
103,"CALIFOR",7,"Democrat","MILLER  GEO",-0.53
103,"CALIFOR",8,"Democrat","PELOSI",-0.492
103,"CALIFOR",9,"Democrat","DELLUMS",-0.593
103,"CALIFOR",10,"Republican","BAKER  BILL",0.575
103,"CALIFOR",11,"Republican","POMBO",0.502
103,"CALIFOR",12,"Democrat","LANTOS",-0.342
103,"CALIFOR",13,"Democrat","STARK",-0.62
103,"CALIFOR",14,"Democrat","ESHOO",-0.351
103,"CALIFOR",15,"Democrat","MINETA",-0.474
103,"CALIFOR",16,"Democrat","EDWARDS  DO",-0.529
103,"CALIFOR",17,"Democrat","FARR",-0.384
103,"CALIFOR",18,"Democrat","CONDIT",-0.052
103,"CALIFOR",19,"Democrat","LEHMAN  RIC",-0.148
103,"CALIFOR",20,"Democrat","DOOLEY",-0.163
103,"CALIFOR",21,"Republican","THOMAS  WIL",0.4
103,"CALIFOR",22,"Republican","HUFFINGTON",0.373
103,"CALIFOR",23,"Republican","GALLEGLY",0.471
103,"CALIFOR",24,"Democrat","BEILENSON",-0.354
103,"CALIFOR",25,"Republican","MCKEON",0.491
103,"CALIFOR",26,"Democrat","BERMAN",-0.393
103,"CALIFOR",27,"Republican","MOORHEAD",0.511
103,"CALIFOR",28,"Republican","DREIER  DAV",0.575
103,"CALIFOR",29,"Democrat","WAXMAN",-0.452
103,"CALIFOR",30,"Democrat","BECERRA",-0.53
103,"CALIFOR",31,"Democrat","MARTINEZ",-0.302
103,"CALIFOR",32,"Democrat","DIXON  JULI",-0.399
103,"CALIFOR",33,"Democrat","ROYBAL-ALLA",-0.478
103,"CALIFOR",34,"Democrat","TORRES",-0.468
103,"CALIFOR",35,"Democrat","WATERS",-0.688
103,"CALIFOR",36,"Democrat","HARMAN",-0.17
103,"CALIFOR",37,"Democrat","TUCKER",-0.463
103,"CALIFOR",38,"Republican","HORN",0.2
103,"CALIFOR",39,"Republican","ROYCE",0.897
103,"CALIFOR",40,"Republican","LEWIS  JERR",0.397
103,"CALIFOR",41,"Republican","KIM",0.441
103,"CALIFOR",42,"Democrat","BROWN  GEOR",-0.462
103,"CALIFOR",43,"Republican","CALVERT",0.419
103,"CALIFOR",44,"Republican","MCCANDLESS",0.454
103,"CALIFOR",45,"Republican","ROHRABACHER",0.719
103,"CALIFOR",46,"Republican","DORNAN  ROB",0.548
103,"CALIFOR",47,"Republican","COX  CHRIST",0.555
103,"CALIFOR",48,"Republican","PACKARD",0.427
103,"CALIFOR",49,"Democrat","SCHENK",-0.225
103,"CALIFOR",50,"Democrat","FILNER",-0.601
103,"CALIFOR",51,"Republican","CUNNINGHAM",0.461
103,"CALIFOR",52,"Republican","HUNTER",0.524
103,"COLORAD",1,"Democrat","SCHROEDER",-0.284
103,"COLORAD",2,"Democrat","SKAGGS",-0.334
103,"COLORAD",3,"Republican","MCINNIS",0.302
103,"COLORAD",4,"Republican","ALLARD",0.648
103,"COLORAD",5,"Republican","HEFLEY",0.61
103,"COLORAD",6,"Republican","SCHAEFER",0.516
103,"CONNECT",1,"Democrat","KENNELLY",-0.312
103,"CONNECT",2,"Democrat","GEJDENSON",-0.402
103,"CONNECT",3,"Democrat","DELAURO",-0.36
103,"CONNECT",4,"Republican","SHAYS",0.184
103,"CONNECT",5,"Republican","FRANKS  GAR",0.303
103,"CONNECT",6,"Republican","JOHNSON  NA",0.132
103,"DELAWAR",1,"Republican","CASTLE",0.275
103,"FLORIDA",1,"Democrat","HUTTO",0.067
103,"FLORIDA",2,"Democrat","PETERSON  P",-0.246
103,"FLORIDA",3,"Democrat","BROWN  CORR",-0.408
103,"FLORIDA",4,"Republican","FOWLER",0.404
103,"FLORIDA",5,"Democrat","THURMAN",-0.236
103,"FLORIDA",6,"Republican","STEARNS",0.593
103,"FLORIDA",7,"Republican","MICA",0.525
103,"FLORIDA",8,"Republican","MCCOLLUM",0.385
103,"FLORIDA",9,"Republican","BILIRAKIS",0.4
103,"FLORIDA",10,"Republican","YOUNG  BILL",0.372
103,"FLORIDA",11,"Democrat","GIBBONS",-0.267
103,"FLORIDA",12,"Republican","CANADY",0.445
103,"FLORIDA",13,"Republican","MILLER",0.45
103,"FLORIDA",14,"Republican","GOSS",0.441
103,"FLORIDA",15,"Democrat","BACCHUS",-0.214
103,"FLORIDA",16,"Republican","LEWIS  TOM",0.487
103,"FLORIDA",17,"Democrat","MEEK",-0.511
103,"FLORIDA",18,"Republican","ROS-LEHTINE",0.305
103,"FLORIDA",19,"Democrat","JOHNSTON  H",-0.345
103,"FLORIDA",20,"Democrat","DEUTSCH",-0.263
103,"FLORIDA",21,"Republican","DIAZ-BALART",0.242
103,"FLORIDA",22,"Republican","SHAW",0.321
103,"FLORIDA",23,"Democrat","HASTINGS",-0.581
103,"GEORGIA",1,"Republican","KINGSTON",0.483
103,"GEORGIA",2,"Democrat","BISHOP",-0.257
103,"GEORGIA",3,"Republican","COLLINS",0.51
103,"GEORGIA",4,"Republican","LINDER",0.561
103,"GEORGIA",5,"Democrat","LEWIS  JOHN",-0.565
103,"GEORGIA",6,"Republican","GINGRICH",0.402
103,"GEORGIA",7,"Democrat","DARDEN",-0.27
103,"GEORGIA",8,"Democrat","ROWLAND  RO",-0.115
103,"GEORGIA",9,"Democrat","DEAL",-0.022
103,"GEORGIA",10,"Democrat","JOHNSON  DO",-0.153
103,"GEORGIA",11,"Democrat","MCKINNEY",-0.48
103,"HAWAII",1,"Democrat","ABERCROMBIE",-0.439
103,"HAWAII",2,"Democrat","MINK",-0.473
103,"IDAHO",1,"Democrat","LAROCCO",-0.23
103,"IDAHO",2,"Republican","CRAPO",0.56
103,"ILLINOI",1,"Democrat","RUSH",-0.506
103,"ILLINOI",2,"Democrat","REYNOLDS",-0.468
103,"ILLINOI",3,"Democrat","LIPINSKI",-0.168
103,"ILLINOI",4,"Democrat","GUTIERREZ",-0.441
103,"ILLINOI",5,"Democrat","ROSTENKOWSK",-0.356
103,"ILLINOI",6,"Republican","HYDE",0.33
103,"ILLINOI",7,"Democrat","COLLINS  CA",-0.558
103,"ILLINOI",8,"Republican","CRANE",0.819
103,"ILLINOI",9,"Democrat","YATES",-0.524
103,"ILLINOI",10,"Republican","PORTER",0.228
103,"ILLINOI",11,"Democrat","SANGMEISTER",-0.214
103,"ILLINOI",12,"Democrat","COSTELLO",-0.272
103,"ILLINOI",13,"Republican","FAWELL",0.347
103,"ILLINOI",14,"Republican","HASTERT",0.468
103,"ILLINOI",15,"Republican","EWING",0.384
103,"ILLINOI",16,"Republican","MANZULLO",0.636
103,"ILLINOI",17,"Democrat","EVANS  LANE",-0.429
103,"ILLINOI",18,"Republican","MICHEL",0.335
103,"ILLINOI",19,"Democrat","POSHARD",-0.196
103,"ILLINOI",20,"Democrat","DURBIN",-0.348
103,"INDIANA",1,"Democrat","VISCLOSKY",-0.381
103,"INDIANA",2,"Democrat","SHARP",-0.191
103,"INDIANA",3,"Democrat","ROEMER",-0.129
103,"INDIANA",4,"Democrat","LONG",-0.21
103,"INDIANA",5,"Republican","BUYER",0.494
103,"INDIANA",6,"Republican","BURTON",0.678
103,"INDIANA",7,"Republican","MYERS",0.235
103,"INDIANA",8,"Democrat","MCCLOSKEY",-0.372
103,"INDIANA",9,"Democrat","HAMILTON",-0.142
103,"INDIANA",10,"Democrat","JACOBS",-0.076
103,"IOWA",1,"Republican","LEACH  JAME",0.175
103,"IOWA",2,"Republican","NUSSLE",0.496
103,"IOWA",3,"Republican","LIGHTFOOT",0.408
103,"IOWA",4,"Democrat","SMITH  NEAL",-0.307
103,"IOWA",5,"Republican","GRANDY",0.271
103,"KANSAS",1,"Republican","ROBERTS  PA",0.461
103,"KANSAS",2,"Democrat","SLATTERY",-0.122
103,"KANSAS",3,"Republican","MEYERS",0.218
103,"KANSAS",4,"Democrat","GLICKMAN",-0.176
103,"KENTUCK",1,"Democrat","BARLOW",-0.306
103,"KENTUCK",2,"Democrat","NATCHER",-0.35
103,"KENTUCK",2,"Republican","LEWIS",0.51
103,"KENTUCK",3,"Democrat","MAZZOLI",-0.19
103,"KENTUCK",4,"Republican","BUNNING",0.522
103,"KENTUCK",5,"Republican","ROGERS",0.368
103,"KENTUCK",6,"Democrat","BAESLER",-0.128
103,"LOUISIA",1,"Republican","LIVINGSTON",0.356
103,"LOUISIA",2,"Democrat","JEFFERSON",-0.431
103,"LOUISIA",3,"Democrat","TAUZIN",0.044
103,"LOUISIA",4,"Democrat","FIELDS  CLE",-0.432
103,"LOUISIA",5,"Republican","MCCRERY",0.382
103,"LOUISIA",6,"Republican","BAKER",0.477
103,"LOUISIA",7,"Democrat","HAYES  JAME",-0.029
103,"MAINE",1,"Democrat","ANDREWS  TH",-0.359
103,"MAINE",2,"Republican","SNOWE",0.114
103,"MARYLAN",1,"Republican","GILCHREST",0.27
103,"MARYLAN",2,"Republican","BENTLEY",0.287
103,"MARYLAN",3,"Democrat","CARDIN",-0.291
103,"MARYLAN",4,"Democrat","WYNN",-0.395
103,"MARYLAN",5,"Democrat","HOYER",-0.352
103,"MARYLAN",6,"Republican","BARTLETT",0.633
103,"MARYLAN",7,"Democrat","MFUME",-0.433
103,"MARYLAN",8,"Republican","MORELLA",0.013
103,"MASSACH",1,"Democrat","OLVER",-0.497
103,"MASSACH",2,"Democrat","NEAL  RICHA",-0.357
103,"MASSACH",3,"Republican","BLUTE",0.229
103,"MASSACH",4,"Democrat","FRANK  BARN",-0.472
103,"MASSACH",5,"Democrat","MEEHAN",-0.278
103,"MASSACH",6,"Republican","TORKILDSEN",0.212
103,"MASSACH",7,"Democrat","MARKEY",-0.471
103,"MASSACH",8,"Democrat","KENNEDY  JO",-0.374
103,"MASSACH",9,"Democrat","MOAKLEY",-0.397
103,"MASSACH",10,"Democrat","STUDDS",-0.452
103,"MICHIGA",1,"Democrat","STUPAK",-0.374
103,"MICHIGA",2,"Republican","HOEKSTRA",0.7
103,"MICHIGA",3,"Republican","EHLERS",0.473
103,"MICHIGA",4,"Republican","CAMP",0.444
103,"MICHIGA",5,"Democrat","BARCIA",-0.202
103,"MICHIGA",6,"Republican","UPTON",0.394
103,"MICHIGA",7,"Republican","SMITH  NICK",0.5
103,"MICHIGA",8,"Democrat","CARR",-0.184
103,"MICHIGA",9,"Democrat","KILDEE",-0.362
103,"MICHIGA",10,"Democrat","BONIOR",-0.514
103,"MICHIGA",11,"Republican","KNOLLENBERG",0.484
103,"MICHIGA",12,"Democrat","LEVIN  SAND",-0.348
103,"MICHIGA",13,"Democrat","FORD  WILLI",-0.519
103,"MICHIGA",14,"Democrat","CONYERS",-0.618
103,"MICHIGA",15,"Democrat","COLLINS  BA",-0.613
103,"MICHIGA",16,"Democrat","DINGELL",-0.407
103,"MINNESO",1,"Democrat","PENNY",-0.016
103,"MINNESO",2,"Democrat","MINGE",-0.189
103,"MINNESO",3,"Republican","RAMSTAD",0.422
103,"MINNESO",4,"Democrat","VENTO",-0.466
103,"MINNESO",5,"Democrat","SABO",-0.497
103,"MINNESO",6,"Republican","GRAMS",0.563
103,"MINNESO",7,"Democrat","PETERSON  C",-0.116
103,"MINNESO",8,"Democrat","OBERSTAR",-0.532
103,"MISSISS",1,"Democrat","WHITTEN",-0.319
103,"MISSISS",2,"Democrat","THOMPSON",-0.518
103,"MISSISS",3,"Democrat","MONTGOMERY",-0.067
103,"MISSISS",4,"Democrat","PARKER",0.025
103,"MISSISS",5,"Democrat","TAYLOR  GEN",0.022
103,"MISSOUR",1,"Democrat","CLAY",-0.504
103,"MISSOUR",2,"Republican","TALENT",0.479
103,"MISSOUR",3,"Democrat","GEPHARDT",-0.4
103,"MISSOUR",4,"Democrat","SKELTON",-0.151
103,"MISSOUR",5,"Democrat","WHEAT",-0.4
103,"MISSOUR",6,"Democrat","DANNER",-0.179
103,"MISSOUR",7,"Republican","HANCOCK",0.821
103,"MISSOUR",8,"Republican","EMERSON",0.322
103,"MISSOUR",9,"Democrat","VOLKMER",-0.226
103,"MONTANA",1,"Democrat","WILLIAMS  P",-0.302
103,"NEBRASK",1,"Republican","BEREUTER",0.24
103,"NEBRASK",2,"Democrat","HOAGLAND",-0.197
103,"NEBRASK",3,"Republican","BARRETT",0.424
103,"NEVADA",1,"Democrat","BILBRAY",-0.173
103,"NEVADA",2,"Republican","VUCANOVICH",0.423
103,"NEW HAM",1,"Republican","ZELIFF",0.485
103,"NEW HAM",2,"Democrat","SWETT",-0.124
103,"NEW JER",1,"Democrat","ANDREWS  RO",-0.161
103,"NEW JER",2,"Democrat","HUGHES",-0.176
103,"NEW JER",3,"Republican","SAXTON",0.263
103,"NEW JER",4,"Republican","SMITH  CHRI",0.153
103,"NEW JER",5,"Republican","ROUKEMA",0.183
103,"NEW JER",6,"Democrat","PALLONE",-0.249
103,"NEW JER",7,"Republican","FRANKS",0.361
103,"NEW JER",8,"Democrat","KLEIN",-0.252
103,"NEW JER",9,"Democrat","TORRICELLI",-0.244
103,"NEW JER",10,"Democrat","PAYNE  DONA",-0.567
103,"NEW JER",11,"Republican","GALLO",0.169
103,"NEW JER",12,"Republican","ZIMMER",0.376
103,"NEW JER",13,"Democrat","MENENDEZ",-0.324
103,"NEW MEX",1,"Republican","SCHIFF",0.204
103,"NEW MEX",2,"Republican","SKEEN",0.316
103,"NEW MEX",3,"Democrat","RICHARDSON",-0.314
103,"NEW YOR",1,"Democrat","HOCHBRUECKN",-0.334
103,"NEW YOR",2,"Republican","LAZIO",0.288
103,"NEW YOR",3,"Republican","KING",0.367
103,"NEW YOR",4,"Republican","LEVY",0.381
103,"NEW YOR",5,"Democrat","ACKERMAN",-0.407
103,"NEW YOR",6,"Democrat","FLAKE",-0.416
103,"NEW YOR",7,"Democrat","MANTON",-0.326
103,"NEW YOR",8,"Democrat","NADLER",-0.489
103,"NEW YOR",9,"Democrat","SCHUMER",-0.308
103,"NEW YOR",10,"Democrat","TOWNS",-0.5
103,"NEW YOR",11,"Democrat","OWENS  MAJO",-0.541
103,"NEW YOR",12,"Democrat","VELAZQUEZ",-0.526
103,"NEW YOR",13,"Republican","MOLINARI  S",0.274
103,"NEW YOR",14,"Democrat","MALONEY",-0.343
103,"NEW YOR",15,"Democrat","RANGEL  CHA",-0.488
103,"NEW YOR",16,"Democrat","SERRANO",-0.45
103,"NEW YOR",17,"Democrat","ENGEL",-0.406
103,"NEW YOR",18,"Democrat","LOWEY",-0.368
103,"NEW YOR",19,"Republican","FISH",0.062
103,"NEW YOR",20,"Republican","GILMAN",0.084
103,"NEW YOR",21,"Democrat","MCNULTY",-0.313
103,"NEW YOR",22,"Republican","SOLOMON",0.534
103,"NEW YOR",23,"Republican","BOEHLERT",0.119
103,"NEW YOR",24,"Republican","MCHUGH  JOH",0.327
103,"NEW YOR",25,"Republican","WALSH",0.211
103,"NEW YOR",26,"Democrat","HINCHEY",-0.532
103,"NEW YOR",27,"Republican","PAXON",0.494
103,"NEW YOR",28,"Democrat","SLAUGHTER",-0.383
103,"NEW YOR",29,"Democrat","LAFALCE",-0.364
103,"NEW YOR",30,"Republican","QUINN",0.241
103,"NEW YOR",31,"Republican","HOUGHTON",0.171
103,"NORTH C",1,"Democrat","CLAYTON",-0.445
103,"NORTH C",2,"Democrat","VALENTINE",-0.088
103,"NORTH C",3,"Democrat","LANCASTER",-0.133
103,"NORTH C",4,"Democrat","PRICE  DAVI",-0.249
103,"NORTH C",5,"Democrat","NEAL  STEPH",-0.163
103,"NORTH C",6,"Republican","COBLE",0.569
103,"NORTH C",7,"Democrat","ROSE",-0.31
