"congress","state","congressional_district","party","name","ideology_score"
103,"NORTH C",8,"Democrat","HEFNER",-0.302
103,"NORTH C",9,"Republican","MCMILLAN  A",0.306
103,"NORTH C",10,"Republican","BALLENGER",0.496
103,"NORTH C",11,"Republican","TAYLOR  CHA",0.556
103,"NORTH C",12,"Democrat","WATT",-0.556
103,"NORTH D",1,"Democrat","POMEROY",-0.257
103,"OHIO",1,"Democrat","MANN",-0.193
103,"OHIO",2,"Republican","PORTMAN",0.422
103,"OHIO",3,"Democrat","HALL  TONY",-0.252
103,"OHIO",4,"Republican","OXLEY",0.406
103,"OHIO",5,"Republican","GILLMOR",0.233
103,"OHIO",6,"Democrat","STRICKLAND",-0.318
103,"OHIO",7,"Republican","HOBSON",0.35
103,"OHIO",8,"Republican","BOEHNER",0.552
103,"OHIO",9,"Democrat","KAPTUR",-0.319
103,"OHIO",10,"Republican","HOKE",0.377
103,"OHIO",11,"Democrat","STOKES",-0.501
103,"OHIO",12,"Republican","KASICH",0.328
103,"OHIO",13,"Democrat","BROWN  SHER",-0.348
103,"OHIO",14,"Democrat","SAWYER",-0.351
103,"OHIO",15,"Republican","PRYCE",0.413
103,"OHIO",16,"Republican","REGULA",0.27
103,"OHIO",17,"Democrat","TRAFICANT",-0.061
103,"OHIO",18,"Democrat","APPLEGATE",-0.122
103,"OHIO",19,"Democrat","FINGERHUT",-0.159
103,"OKLAHOM",1,"Republican","INHOFE",0.486
103,"OKLAHOM",2,"Democrat","SYNAR",-0.373
103,"OKLAHOM",3,"Democrat","BREWSTER",-0.079
103,"OKLAHOM",4,"Democrat","MCCURDY",-0.121
103,"OKLAHOM",5,"Republican","ISTOOK",0.527
103,"OKLAHOM",6,"Democrat","ENGLISH",-0.059
103,"OKLAHOM",6,"Republican","LUCAS",0.463
103,"OREGON",1,"Democrat","FURSE",-0.416
103,"OREGON",2,"Republican","SMITH  ROBE",0.449
103,"OREGON",3,"Democrat","WYDEN",-0.305
103,"OREGON",4,"Democrat","DEFAZIO",-0.439
103,"OREGON",5,"Democrat","KOPETSKI",-0.574
103,"PENNSYL",1,"Democrat","FOGLIETTA",-0.507
103,"PENNSYL",2,"Democrat","BLACKWELL",-0.514
103,"PENNSYL",3,"Democrat","BORSKI",-0.397
103,"PENNSYL",4,"Democrat","KLINK",-0.3
103,"PENNSYL",5,"Republican","CLINGER",0.221
103,"PENNSYL",6,"Democrat","HOLDEN",-0.178
103,"PENNSYL",7,"Republican","WELDON",0.236
103,"PENNSYL",8,"Republican","GREENWOOD",0.192
103,"PENNSYL",9,"Republican","SHUSTER",0.39
103,"PENNSYL",10,"Republican","MCDADE",0.185
103,"PENNSYL",11,"Democrat","KANJORSKI",-0.286
103,"PENNSYL",12,"Democrat","MURTHA",-0.239
103,"PENNSYL",13,"Democrat","MARGOLIES-M",-0.184
103,"PENNSYL",14,"Democrat","COYNE  WILL",-0.461
103,"PENNSYL",15,"Democrat","MCHALE",-0.218
103,"PENNSYL",16,"Republican","WALKER",0.643
103,"PENNSYL",17,"Republican","GEKAS",0.441
103,"PENNSYL",18,"Republican","SANTORUM",0.311
103,"PENNSYL",19,"Republican","GOODLING",0.346
103,"PENNSYL",20,"Democrat","MURPHY",-0.047
103,"PENNSYL",21,"Republican","RIDGE",0.244
103,"RHODE I",1,"Republican","MACHTLEY",0.128
103,"RHODE I",2,"Democrat","REED",-0.323
103,"SOUTH C",1,"Republican","RAVENEL",0.166
103,"SOUTH C",2,"Republican","SPENCE",0.351
103,"SOUTH C",3,"Democrat","DERRICK",-0.224
103,"SOUTH C",4,"Republican","INGLIS",0.453
103,"SOUTH C",5,"Democrat","SPRATT",-0.219
103,"SOUTH C",6,"Democrat","CLYBURN",-0.471
103,"SOUTH D",1,"Democrat","JOHNSON  TI",-0.222
103,"TENNESS",1,"Republican","QUILLEN",0.24
103,"TENNESS",2,"Republican","DUNCAN  JR.",0.677
103,"TENNESS",3,"Democrat","LLOYD",-0.057
103,"TENNESS",4,"Democrat","COOPER",-0.206
103,"TENNESS",5,"Democrat","CLEMENT",-0.194
103,"TENNESS",6,"Democrat","GORDON",-0.192
103,"TENNESS",7,"Republican","SUNDQUIST",0.398
103,"TENNESS",8,"Democrat","TANNER",-0.138
103,"TENNESS",9,"Democrat","FORD  HAROL",-0.418
103,"TEXAS",1,"Democrat","CHAPMAN",-0.209
103,"TEXAS",2,"Democrat","WILSON  CHA",-0.159
103,"TEXAS",3,"Republican","JOHNSON  SA",0.646
103,"TEXAS",4,"Democrat","HALL  RALPH",0.084
103,"TEXAS",5,"Democrat","BRYANT  JOH",-0.371
103,"TEXAS",6,"Republican","BARTON",0.607
103,"TEXAS",7,"Republican","ARCHER",0.495
103,"TEXAS",8,"Republican","FIELDS  JAC",0.571
103,"TEXAS",9,"Democrat","BROOKS",-0.44
103,"TEXAS",10,"Democrat","PICKLE",-0.225
103,"TEXAS",11,"Democrat","EDWARDS  CH",-0.197
103,"TEXAS",12,"Democrat","GEREN",-0.037
103,"TEXAS",13,"Democrat","SARPALIUS",-0.072
103,"TEXAS",14,"Democrat","LAUGHLIN",-0.102
103,"TEXAS",15,"Democrat","DE LA GARZA",-0.277
103,"TEXAS",16,"Democrat","COLEMAN  RO",-0.43
103,"TEXAS",17,"Democrat","STENHOLM",-0.014
103,"TEXAS",18,"Democrat","WASHINGTON",-0.732
103,"TEXAS",19,"Republican","COMBEST",0.46
103,"TEXAS",20,"Democrat","GONZALEZ",-0.448
103,"TEXAS",21,"Republican","SMITH  LAMA",0.461
103,"TEXAS",22,"Republican","DELAY",0.649
103,"TEXAS",23,"Republican","BONILLA",0.433
103,"TEXAS",24,"Democrat","FROST",-0.285
103,"TEXAS",25,"Democrat","ANDREWS  MI",-0.153
103,"TEXAS",26,"Republican","ARMEY",0.679
103,"TEXAS",27,"Democrat","ORTIZ",-0.246
103,"TEXAS",28,"Democrat","TEJEDA",-0.265
103,"TEXAS",29,"Democrat","GREEN  GENE",-0.301
103,"TEXAS",30,"Democrat","JOHNSON  ED",-0.462
103,"UTAH",1,"Republican","HANSEN",0.502
103,"UTAH",2,"Democrat","SHEPHERD",-0.218
103,"UTAH",3,"Democrat","ORTON",-0.084
103,"VIRGINI",1,"Republican","BATEMAN",0.248
103,"VIRGINI",2,"Democrat","PICKETT",-0.157
103,"VIRGINI",3,"Democrat","SCOTT",-0.456
103,"VIRGINI",4,"Democrat","SISISKY",-0.114
103,"VIRGINI",5,"Democrat","PAYNE  LEWI",-0.153
103,"VIRGINI",6,"Republican","GOODLATTE",0.504
103,"VIRGINI",7,"Republican","BLILEY",0.418
103,"VIRGINI",8,"Democrat","MORAN",-0.216
103,"VIRGINI",9,"Democrat","BOUCHER",-0.255
103,"VIRGINI",10,"Republican","WOLF",0.329
103,"VIRGINI",11,"Democrat","BYRNE",-0.226
103,"WASHING",1,"Democrat","CANTWELL",-0.222
103,"WASHING",2,"Democrat","SWIFT",-0.469
103,"WASHING",3,"Democrat","UNSOELD",-0.495
103,"WASHING",4,"Democrat","INSLEE",-0.238
103,"WASHING",5,"Democrat","FOLEY",-0.414
103,"WASHING",6,"Democrat","DICKS",-0.28
103,"WASHING",7,"Democrat","MCDERMOTT",-0.602
103,"WASHING",8,"Republican","DUNN",0.41
103,"WASHING",9,"Democrat","KREIDLER",-0.254
103,"WEST VI",1,"Democrat","MOLLOHAN",-0.277
103,"WEST VI",2,"Democrat","WISE",-0.297
103,"WEST VI",3,"Democrat","RAHALL",-0.298
103,"WISCONS",1,"Democrat","BARCA",-0.145
103,"WISCONS",2,"Republican","KLUG",0.295
103,"WISCONS",3,"Republican","GUNDERSON",0.205
103,"WISCONS",4,"Democrat","KLECZKA",-0.303
103,"WISCONS",5,"Democrat","BARRETT  TH",-0.259
103,"WISCONS",6,"Republican","PETRI",0.405
103,"WISCONS",7,"Democrat","OBEY",-0.436
103,"WISCONS",8,"Republican","ROTH  TOBY",0.393
103,"WISCONS",9,"Republican","SENSENBRENN",0.82
103,"WYOMING",1,"Republican","THOMAS  CRA",0.413
104,"USA",0,"Democrat","CLINTON",-0.468
104,"ALABAMA",1,"Republican","CALLAHAN",0.401
104,"ALABAMA",2,"Republican","EVERETT",0.46
104,"ALABAMA",3,"Democrat","BROWDER",-0.157
104,"ALABAMA",4,"Democrat","BEVILL",-0.243
104,"ALABAMA",5,"Democrat","CRAMER",-0.117
104,"ALABAMA",6,"Republican","BACHUS",0.497
104,"ALABAMA",7,"Democrat","HILLIARD",-0.546
104,"ALASKA",1,"Republican","YOUNG  DON",0.33
104,"ARIZONA",1,"Republican","SALMON",0.87
104,"ARIZONA",2,"Democrat","PASTOR",-0.379
104,"ARIZONA",3,"Republican","STUMP",0.728
104,"ARIZONA",4,"Republican","SHADEGG",0.818
104,"ARIZONA",5,"Republican","KOLBE",0.401
104,"ARIZONA",6,"Republican","HAYWORTH",0.645
104,"ARKANSA",1,"Democrat","LINCOLN",-0.149
104,"ARKANSA",2,"Democrat","THORNTON",-0.324
104,"ARKANSA",3,"Republican","HUTCHINSON",0.432
104,"ARKANSA",4,"Republican","DICKEY",0.444
104,"CALIFOR",1,"Republican","RIGGS",0.373
104,"CALIFOR",2,"Republican","HERGER",0.63
104,"CALIFOR",3,"Democrat","FAZIO",-0.424
104,"CALIFOR",4,"Republican","DOOLITTLE",0.641
104,"CALIFOR",5,"Democrat","MATSUI",-0.362
104,"CALIFOR",6,"Democrat","WOOLSEY",-0.46
104,"CALIFOR",7,"Democrat","MILLER  GEO",-0.537
104,"CALIFOR",8,"Democrat","PELOSI",-0.482
104,"CALIFOR",9,"Democrat","DELLUMS",-0.587
104,"CALIFOR",10,"Republican","BAKER  BILL",0.575
104,"CALIFOR",11,"Republican","POMBO",0.503
104,"CALIFOR",12,"Democrat","LANTOS",-0.344
104,"CALIFOR",13,"Democrat","STARK",-0.627
104,"CALIFOR",14,"Democrat","ESHOO",-0.353
104,"CALIFOR",15,"Democrat","MINETA",-0.474
104,"CALIFOR",15,"Republican","CAMPBELL",0.263
104,"CALIFOR",16,"Democrat","LOFGREN",-0.366
104,"CALIFOR",17,"Democrat","FARR",-0.392
104,"CALIFOR",18,"Democrat","CONDIT",-0.084
104,"CALIFOR",19,"Republican","RADANOVICH",0.608
104,"CALIFOR",20,"Democrat","DOOLEY",-0.16
104,"CALIFOR",21,"Republican","THOMAS  WIL",0.417
104,"CALIFOR",22,"Republican","SEASTRAND",0.621
104,"CALIFOR",23,"Republican","GALLEGLY",0.485
104,"CALIFOR",24,"Democrat","BEILENSON",-0.336
104,"CALIFOR",25,"Republican","MCKEON",0.5
104,"CALIFOR",26,"Democrat","BERMAN",-0.385
104,"CALIFOR",27,"Republican","MOORHEAD",0.532
104,"CALIFOR",28,"Republican","DREIER  DAV",0.578
104,"CALIFOR",29,"Democrat","WAXMAN",-0.449
104,"CALIFOR",30,"Democrat","BECERRA",-0.52
104,"CALIFOR",31,"Democrat","MARTINEZ",-0.28
104,"CALIFOR",32,"Democrat","DIXON  JULI",-0.385
104,"CALIFOR",33,"Democrat","ROYBAL-ALLA",-0.47
104,"CALIFOR",34,"Democrat","TORRES",-0.47
104,"CALIFOR",35,"Democrat","WATERS",-0.674
104,"CALIFOR",36,"Democrat","HARMAN",-0.185
104,"CALIFOR",37,"Democrat","TUCKER",-0.463
104,"CALIFOR",37,"Democrat","MILLENDER-M",-0.457
104,"CALIFOR",38,"Republican","HORN",0.225
104,"CALIFOR",39,"Republican","ROYCE",0.9
104,"CALIFOR",40,"Republican","LEWIS  JERR",0.412
104,"CALIFOR",41,"Republican","KIM",0.441
104,"CALIFOR",42,"Democrat","BROWN  GEOR",-0.457
104,"CALIFOR",43,"Republican","CALVERT",0.431
104,"CALIFOR",44,"Republican","BONO",0.463
104,"CALIFOR",45,"Republican","ROHRABACHER",0.751
104,"CALIFOR",46,"Republican","DORNAN  ROB",0.581
104,"CALIFOR",47,"Republican","COX  CHRIST",0.59
104,"CALIFOR",48,"Republican","PACKARD",0.434
104,"CALIFOR",49,"Republican","BILBRAY",0.651
104,"CALIFOR",50,"Democrat","FILNER",-0.603
104,"CALIFOR",51,"Republican","CUNNINGHAM",0.47
104,"CALIFOR",52,"Republican","HUNTER",0.538
104,"COLORAD",1,"Democrat","SCHROEDER",-0.294
104,"COLORAD",2,"Democrat","SKAGGS",-0.356
104,"COLORAD",3,"Republican","MCINNIS",0.363
104,"COLORAD",4,"Republican","ALLARD",0.648
104,"COLORAD",5,"Republican","HEFLEY",0.656
104,"COLORAD",6,"Republican","SCHAEFER",0.537
104,"CONNECT",1,"Democrat","KENNELLY",-0.307
104,"CONNECT",2,"Democrat","GEJDENSON",-0.411
104,"CONNECT",3,"Democrat","DELAURO",-0.367
104,"CONNECT",4,"Republican","SHAYS",0.233
104,"CONNECT",5,"Republican","FRANKS  GAR",0.303
104,"CONNECT",6,"Republican","JOHNSON  NA",0.159
104,"DELAWAR",1,"Republican","CASTLE",0.331
104,"FLORIDA",1,"Republican","SCARBOROUGH",0.867
104,"FLORIDA",2,"Democrat","PETERSON  P",-0.246
104,"FLORIDA",3,"Democrat","BROWN  CORR",-0.403
104,"FLORIDA",4,"Republican","FOWLER",0.404
104,"FLORIDA",5,"Democrat","THURMAN",-0.26
104,"FLORIDA",6,"Republican","STEARNS",0.621
104,"FLORIDA",7,"Republican","MICA",0.543
104,"FLORIDA",8,"Republican","MCCOLLUM",0.396
104,"FLORIDA",9,"Republican","BILIRAKIS",0.415
104,"FLORIDA",10,"Republican","YOUNG  BILL",0.39
104,"FLORIDA",11,"Democrat","GIBBONS",-0.276
104,"FLORIDA",12,"Republican","CANADY",0.445
104,"FLORIDA",13,"Republican","MILLER",0.511
104,"FLORIDA",14,"Republican","GOSS",0.471
104,"FLORIDA",15,"Republican","WELDON",0.598
104,"FLORIDA",16,"Republican","FOLEY",0.449
104,"FLORIDA",17,"Democrat","MEEK",-0.48
104,"FLORIDA",18,"Republican","ROS-LEHTINE",0.325
104,"FLORIDA",19,"Democrat","JOHNSTON  H",-0.345
104,"FLORIDA",20,"Democrat","DEUTSCH",-0.275
104,"FLORIDA",21,"Republican","DIAZ-BALART",0.279
104,"FLORIDA",22,"Republican","SHAW",0.335
104,"FLORIDA",23,"Democrat","HASTINGS",-0.569
104,"GEORGIA",1,"Republican","KINGSTON",0.515
104,"GEORGIA",2,"Democrat","BISHOP",-0.255
104,"GEORGIA",3,"Republican","COLLINS",0.546
104,"GEORGIA",4,"Republican","LINDER",0.601
104,"GEORGIA",5,"Democrat","LEWIS  JOHN",-0.562
104,"GEORGIA",6,"Republican","GINGRICH",0.424
104,"GEORGIA",7,"Republican","BARR",0.715
104,"GEORGIA",8,"Republican","CHAMBLISS",0.446
104,"GEORGIA",9,"Democrat","DEAL",-0.022
104,"GEORGIA",9,"Republican","DEAL",0.624
104,"GEORGIA",10,"Republican","NORWOOD",0.522
104,"GEORGIA",11,"Democrat","MCKINNEY",-0.49
104,"HAWAII",1,"Democrat","ABERCROMBIE",-0.429
104,"HAWAII",2,"Democrat","MINK",-0.467
104,"IDAHO",1,"Republican","CHENOWETH",0.843
104,"IDAHO",2,"Republican","CRAPO",0.56
104,"ILLINOI",1,"Democrat","RUSH",-0.494
104,"ILLINOI",2,"Democrat","REYNOLDS",-0.468
104,"ILLINOI",2,"Democrat","JACKSON",-0.523
104,"ILLINOI",3,"Democrat","LIPINSKI",-0.168
104,"ILLINOI",4,"Democrat","GUTIERREZ",-0.446
104,"ILLINOI",5,"Republican","FLANAGAN",0.328
104,"ILLINOI",6,"Republican","HYDE",0.351
104,"ILLINOI",7,"Democrat","COLLINS  CA",-0.564
104,"ILLINOI",8,"Republican","CRANE",0.83
104,"ILLINOI",9,"Democrat","YATES",-0.529
104,"ILLINOI",10,"Republican","PORTER",0.242
104,"ILLINOI",11,"Republican","WELLER",0.577
104,"ILLINOI",12,"Democrat","COSTELLO",-0.284
104,"ILLINOI",13,"Republican","FAWELL",0.369
104,"ILLINOI",14,"Republican","HASTERT",0.491
104,"ILLINOI",15,"Republican","EWING",0.401
104,"ILLINOI",16,"Republican","MANZULLO",0.65
104,"ILLINOI",17,"Democrat","EVANS  LANE",-0.426
104,"ILLINOI",18,"Republican","LAHOOD",0.375
104,"ILLINOI",19,"Democrat","POSHARD",-0.222
104,"ILLINOI",20,"Democrat","DURBIN",-0.376
104,"INDIANA",1,"Democrat","VISCLOSKY",-0.384
104,"INDIANA",2,"Republican","MCINTOSH",0.704
104,"INDIANA",3,"Democrat","ROEMER",-0.137
104,"INDIANA",4,"Republican","SOUDER",0.692
104,"INDIANA",5,"Republican","BUYER",0.511
104,"INDIANA",6,"Republican","BURTON",0.69
104,"INDIANA",7,"Republican","MYERS",0.24
104,"INDIANA",8,"Republican","HOSTETTLER",0.82
104,"INDIANA",9,"Democrat","HAMILTON",-0.138
104,"INDIANA",10,"Democrat","JACOBS",-0.075
104,"IOWA",1,"Republican","LEACH  JAME",0.189
104,"IOWA",2,"Republican","NUSSLE",0.505
104,"IOWA",3,"Republican","LIGHTFOOT",0.421
104,"IOWA",4,"Republican","GANSKE",0.341
104,"IOWA",5,"Republican","LATHAM",0.482
104,"KANSAS",1,"Republican","ROBERTS  PA",0.482
104,"KANSAS",2,"Republican","BROWNBACK",0.611
104,"KANSAS",3,"Republican","MEYERS",0.232
104,"KANSAS",4,"Republican","TIAHRT",0.658
104,"KENTUCK",1,"Republican","WHITFIELD",0.372
104,"KENTUCK",2,"Republican","LEWIS",0.515
104,"KENTUCK",3,"Democrat","WARD",-0.318
104,"KENTUCK",4,"Republican","BUNNING",0.534
104,"KENTUCK",5,"Republican","ROGERS",0.384
104,"KENTUCK",6,"Democrat","BAESLER",-0.128
104,"LOUISIA",1,"Republican","LIVINGSTON",0.374
104,"LOUISIA",2,"Democrat","JEFFERSON",-0.417
104,"LOUISIA",3,"Democrat","TAUZIN",0.049
104,"LOUISIA",3,"Republican","TAUZIN",0.357
104,"LOUISIA",4,"Democrat","FIELDS  CLE",-0.432
104,"LOUISIA",5,"Republican","MCCRERY",0.405
104,"LOUISIA",6,"Republican","BAKER",0.49
104,"LOUISIA",7,"Democrat","HAYES  JAME",0.002
104,"LOUISIA",7,"Republican","HAYES  JAME",0.376
104,"MAINE",1,"Republican","LONGLEY",0.345
104,"MAINE",2,"Democrat","BALDACCI",-0.299
104,"MARYLAN",1,"Republican","GILCHREST",0.295
104,"MARYLAN",2,"Republican","EHRLICH",0.505
104,"MARYLAN",3,"Democrat","CARDIN",-0.287
104,"MARYLAN",4,"Democrat","WYNN",-0.381
104,"MARYLAN",5,"Democrat","HOYER",-0.349
104,"MARYLAN",6,"Republican","BARTLETT",0.649
104,"MARYLAN",7,"Democrat","MFUME",-0.452
104,"MARYLAN",7,"Democrat","CUMMINGS",-0.385
104,"MARYLAN",8,"Republican","MORELLA",0.039
104,"MASSACH",1,"Democrat","OLVER",-0.51
104,"MASSACH",2,"Democrat","NEAL  RICHA",-0.365
104,"MASSACH",3,"Republican","BLUTE",0.229
104,"MASSACH",4,"Democrat","FRANK  BARN",-0.477
104,"MASSACH",5,"Democrat","MEEHAN",-0.301
104,"MASSACH",6,"Republican","TORKILDSEN",0.212
104,"MASSACH",7,"Democrat","MARKEY",-0.477
104,"MASSACH",8,"Democrat","KENNEDY  JO",-0.37
104,"MASSACH",9,"Democrat","MOAKLEY",-0.395
104,"MASSACH",10,"Democrat","STUDDS",-0.456
104,"MICHIGA",1,"Democrat","STUPAK",-0.375
104,"MICHIGA",2,"Republican","HOEKSTRA",0.71
104,"MICHIGA",3,"Republican","EHLERS",0.523
104,"MICHIGA",4,"Republican","CAMP",0.467
104,"MICHIGA",5,"Democrat","BARCIA",-0.184
104,"MICHIGA",6,"Republican","UPTON",0.425
104,"MICHIGA",7,"Republican","SMITH  NICK",0.573
104,"MICHIGA",8,"Republican","CHRYSLER",0.59
104,"MICHIGA",9,"Democrat","KILDEE",-0.36
104,"MICHIGA",10,"Democrat","BONIOR",-0.511
104,"MICHIGA",11,"Republican","KNOLLENBERG",0.493
104,"MICHIGA",12,"Democrat","LEVIN  SAND",-0.347
104,"MICHIGA",13,"Democrat","RIVERS",-0.349
104,"MICHIGA",14,"Democrat","CONYERS",-0.613
104,"MICHIGA",15,"Democrat","COLLINS  BA",-0.613
104,"MICHIGA",16,"Democrat","DINGELL",-0.405
104,"MINNESO",1,"Republican","GUTKNECHT",0.719
104,"MINNESO",2,"Democrat","MINGE",-0.189
104,"MINNESO",3,"Republican","RAMSTAD",0.49
104,"MINNESO",4,"Democrat","VENTO",-0.472
104,"MINNESO",5,"Democrat","SABO",-0.5
104,"MINNESO",6,"Democrat","LUTHER",-0.266
104,"MINNESO",7,"Democrat","PETERSON  C",-0.122
104,"MINNESO",8,"Democrat","OBERSTAR",-0.528
104,"MISSISS",1,"Republican","WICKER",0.474
104,"MISSISS",2,"Democrat","THOMPSON",-0.508
104,"MISSISS",3,"Democrat","MONTGOMERY",-0.086
104,"MISSISS",4,"Democrat","PARKER",0.025
104,"MISSISS",4,"Republican","PARKER",0.415
104,"MISSISS",5,"Democrat","TAYLOR  GEN",0
104,"MISSOUR",1,"Democrat","CLAY",-0.506
104,"MISSOUR",2,"Republican","TALENT",0.479
104,"MISSOUR",3,"Democrat","GEPHARDT",-0.414
104,"MISSOUR",4,"Democrat","SKELTON",-0.156
104,"MISSOUR",5,"Democrat","MCCARTHY",-0.263
104,"MISSOUR",6,"Democrat","DANNER",-0.179
104,"MISSOUR",7,"Republican","HANCOCK",0.821
104,"MISSOUR",8,"Republican","EMERSON",0.325
104,"MISSOUR",9,"Democrat","VOLKMER",-0.239
104,"MONTANA",1,"Democrat","WILLIAMS  P",-0.308
104,"NEBRASK",1,"Republican","BEREUTER",0.255
104,"NEBRASK",2,"Republican","CHRISTENSEN",0.64
104,"NEBRASK",3,"Republican","BARRETT",0.418
104,"NEVADA",1,"Republican","ENSIGN",0.911
104,"NEVADA",2,"Republican","VUCANOVICH",0.422
104,"NEW HAM",1,"Republican","ZELIFF",0.485
104,"NEW HAM",2,"Republican","BASS",0.526
104,"NEW JER",1,"Democrat","ANDREWS  RO",-0.183
104,"NEW JER",2,"Republican","LOBIONDO",0.5
104,"NEW JER",3,"Republican","SAXTON",0.284
104,"NEW JER",4,"Republican","SMITH  CHRI",0.179
104,"NEW JER",5,"Republican","ROUKEMA",0.206
104,"NEW JER",6,"Democrat","PALLONE",-0.28
104,"NEW JER",7,"Republican","FRANKS",0.361
104,"NEW JER",8,"Republican","MARTINI",0.275
104,"NEW JER",9,"Democrat","TORRICELLI",-0.237
104,"NEW JER",10,"Democrat","PAYNE  DONA",-0.566
104,"NEW JER",11,"Republican","FRELINGHUYS",0.484
104,"NEW JER",12,"Republican","ZIMMER",0.376
104,"NEW JER",13,"Democrat","MENENDEZ",-0.327
104,"NEW MEX",1,"Republican","SCHIFF",0.225
104,"NEW MEX",2,"Republican","SKEEN",0.323
104,"NEW MEX",3,"Democrat","RICHARDSON",-0.32
104,"NEW YOR",1,"Republican","FORBES",0.156
104,"NEW YOR",2,"Republican","LAZIO",0.288
104,"NEW YOR",3,"Republican","KING",0.378
104,"NEW YOR",4,"Republican","FRISA",0.315
104,"NEW YOR",5,"Democrat","ACKERMAN",-0.399
104,"NEW YOR",6,"Democrat","FLAKE",-0.385
104,"NEW YOR",7,"Democrat","MANTON",-0.31
104,"NEW YOR",8,"Democrat","NADLER",-0.489
104,"NEW YOR",9,"Democrat","SCHUMER",-0.296
104,"NEW YOR",10,"Democrat","TOWNS",-0.493
104,"NEW YOR",11,"Democrat","OWENS  MAJO",-0.535
104,"NEW YOR",12,"Democrat","VELAZQUEZ",-0.524
104,"NEW YOR",13,"Republican","MOLINARI  S",0.319
104,"NEW YOR",14,"Democrat","MALONEY",-0.345
104,"NEW YOR",15,"Democrat","RANGEL  CHA",-0.478
104,"NEW YOR",16,"Democrat","SERRANO",-0.453
104,"NEW YOR",17,"Democrat","ENGEL",-0.398
104,"NEW YOR",18,"Democrat","LOWEY",-0.363
104,"NEW YOR",19,"Republican","KELLY",0.305
104,"NEW YOR",20,"Republican","GILMAN",0.102
104,"NEW YOR",21,"Democrat","MCNULTY",-0.33
104,"NEW YOR",22,"Republican","SOLOMON",0.554
104,"NEW YOR",23,"Republican","BOEHLERT",0.148
104,"NEW YOR",24,"Republican","MCHUGH  JOH",0.333
104,"NEW YOR",25,"Republican","WALSH",0.242
104,"NEW YOR",26,"Democrat","HINCHEY",-0.534
104,"NEW YOR",27,"Republican","PAXON",0.548
104,"NEW YOR",28,"Democrat","SLAUGHTER",-0.399
104,"NEW YOR",29,"Democrat","LAFALCE",-0.375
104,"NEW YOR",30,"Republican","QUINN",0.253
104,"NEW YOR",31,"Republican","HOUGHTON",0.187
104,"NORTH C",1,"Democrat","CLAYTON",-0.435
104,"NORTH C",2,"Republican","FUNDERBURK",0.636
104,"NORTH C",3,"Republican","JONES",0.415
104,"NORTH C",4,"Republican","HEINEMAN",0.369
104,"NORTH C",5,"Republican","BURR",0.53
104,"NORTH C",6,"Republican","COBLE",0.591
104,"NORTH C",7,"Democrat","ROSE",-0.312
104,"NORTH C",8,"Democrat","HEFNER",-0.32
104,"NORTH C",9,"Republican","MYRICK",0.705
104,"NORTH C",10,"Republican","BALLENGER",0.512
104,"NORTH C",11,"Republican","TAYLOR  CHA",0.561
104,"NORTH C",12,"Democrat","WATT",-0.545
104,"NORTH D",1,"Democrat","POMEROY",-0.252
104,"OHIO",1,"Republican","CHABOT",0.807
104,"OHIO",2,"Republican","PORTMAN",0.448
104,"OHIO",3,"Democrat","HALL  TONY",-0.244
104,"OHIO",4,"Republican","OXLEY",0.421
104,"OHIO",5,"Republican","GILLMOR",0.261
104,"OHIO",6,"Republican","CREMEANS",0.465
104,"OHIO",7,"Republican","HOBSON",0.379
104,"OHIO",8,"Republican","BOEHNER",0.574
104,"OHIO",9,"Democrat","KAPTUR",-0.325
104,"OHIO",10,"Republican","HOKE",0.377
104,"OHIO",11,"Democrat","STOKES",-0.49
104,"OHIO",12,"Republican","KASICH",0.348
104,"OHIO",13,"Democrat","BROWN  SHER",-0.369
104,"OHIO",14,"Democrat","SAWYER",-0.352
104,"OHIO",15,"Republican","PRYCE",0.441
104,"OHIO",16,"Republican","REGULA",0.292
104,"OHIO",17,"Democrat","TRAFICANT",-0.002
104,"OHIO",18,"Republican","NEY",0.302
104,"OHIO",19,"Republican","LATOURETTE",0.324
104,"OKLAHOM",1,"Republican","LARGENT",0.75
104,"OKLAHOM",2,"Republican","COBURN",0.877
104,"OKLAHOM",3,"Democrat","BREWSTER",-0.079
104,"OKLAHOM",4,"Republican","WATTS",0.51
104,"OKLAHOM",5,"Republican","ISTOOK",0.549
104,"OKLAHOM",6,"Republican","LUCAS",0.467
104,"OREGON",1,"Democrat","FURSE",-0.416
104,"OREGON",2,"Republican","COOLEY",0.912
104,"OREGON",3,"Democrat","WYDEN",-0.308
104,"OREGON",3,"Democrat","BLUMENAUER",-0.345
104,"OREGON",4,"Democrat","DEFAZIO",-0.443
104,"OREGON",5,"Republican","BUNN",0.212
104,"PENNSYL",1,"Democrat","FOGLIETTA",-0.517
104,"PENNSYL",2,"Democrat","FATTAH",-0.496
104,"PENNSYL",3,"Democrat","BORSKI",-0.397
104,"PENNSYL",4,"Democrat","KLINK",-0.3
104,"PENNSYL",5,"Republican","CLINGER",0.244
104,"PENNSYL",6,"Democrat","HOLDEN",-0.185
104,"PENNSYL",7,"Republican","WELDON",0.256
104,"PENNSYL",8,"Republican","GREENWOOD",0.238
104,"PENNSYL",9,"Republican","SHUSTER",0.392
104,"PENNSYL",10,"Republican","MCDADE",0.203
104,"PENNSYL",11,"Democrat","KANJORSKI",-0.286
